fromNode	toNode	weight	direction	fromAltName	toAltName
Cre01.g004350	Cre02.g099000	0.0773188779481077	undirected	HLM1	SYP71
Cre01.g004350	Cre02.g099150	0.00422773102470786	undirected	HLM1	SNAPA1
Cre01.g004350	Cre02.g103850	0.000388798441252371	undirected	HLM1	HIS3
Cre01.g004350	Cre02.g110450	0.023533891347346	undirected	HLM1	Cre02.g110450
Cre01.g004350	Cre02.g113100	0.00310511637958584	undirected	HLM1	Cre02.g113100
Cre01.g004350	Cre02.g113550	0.0267773706072671	undirected	HLM1	Cre02.g113550
Cre01.g004350	Cre02.g113700	0.000443531912727239	undirected	HLM1	Cre02.g113700
Cre01.g004350	Cre02.g113809	0.0203254013934202	undirected	HLM1	Cre02.g113809
Cre01.g004350	Cre02.g116300	0.000664229920947069	undirected	HLM1	Cre02.g116300
Cre01.g004350	Cre02.g116600	0.0941788886113329	undirected	HLM1	ELG23
Cre01.g004350	Cre02.g116650	0.0784771750251068	undirected	HLM1	Cre02.g116650
Cre01.g004350	Cre02.g117550	0.000499276111549311	undirected	HLM1	ANK13
Cre01.g004350	Cre02.g118550	0.00222435793423863	undirected	HLM1	Cre02.g118550
Cre01.g004350	Cre02.g146700	0.0123727420539624	undirected	HLM1	Cre02.g146700
Cre01.g004350	Cre02.g142206	0.0336579873874628	undirected	HLM1	Cre02.g142206
Cre01.g004350	Cre02.g142687	0.0190706911600959	undirected	HLM1	FAP332
Cre01.g004350	Cre03.g146527	0.00815901691832683	undirected	HLM1	GSD1
Cre01.g004350	Cre03.g155650	0.00413892458164654	undirected	HLM1	CLC1
Cre01.g004350	Cre03.g167550	0.0172466247217641	undirected	HLM1	CEP290
Cre01.g004350	Cre03.g175750	0.0665638754073344	undirected	HLM1	Cre03.g175750
Cre01.g004350	Cre03.g176200	0.0686697390714134	undirected	HLM1	Cre03.g176200
Cre01.g004350	Cre03.g176250	0.00145505941958482	undirected	HLM1	ATPVD1
Cre01.g004350	Cre03.g178450	0.0244014577609469	undirected	HLM1	CPN10
Cre01.g004350	Cre03.g183800	0.000979386285948373	undirected	HLM1	Cre03.g183800
Cre01.g004350	Cre03.g188700	0.0582479883057112	undirected	HLM1	PLAP6
Cre01.g004350	Cre03.g189250	0.0142134767536899	undirected	HLM1	RAB11
Cre01.g004350	Cre03.g200000	0.00102862755657076	undirected	HLM1	Cre03.g200000
Cre01.g004350	Cre04.g217950	0.0393694993587525	undirected	HLM1	Cre04.g217950
Cre01.g004350	Cre04.g218250	0.0212524603958441	undirected	HLM1	FAP313
Cre01.g004350	Cre04.g221400	0.0159475998975324	undirected	HLM1	Cre04.g221400
Cre01.g004350	Cre04.g225600	0.031959846543785	undirected	HLM1	CGL104
Cre01.g004350	Cre04.g229700	0.0701972849724696	undirected	HLM1	UGP1
Cre01.g004350	Cre04.g231124	0.00300377980356478	undirected	HLM1	Cre04.g231124
Cre01.g004350	Cre05.g233800	0.00844825130534011	undirected	HLM1	TSG1
Cre01.g004350	Cre05.g232751	0.0492130180485151	undirected	HLM1	Cre05.g232751
Cre01.g004350	Cre05.g245550	0.0124041520679488	undirected	HLM1	PIK1
Cre01.g004350	Cre05.g241646	0.0880197705754733	undirected	HLM1	Cre05.g241646
Cre01.g004350	Cre05.g241655	0.0466657845688062	undirected	HLM1	Cre05.g241655
Cre01.g004350	Cre05.g234641	0.00302579513573213	undirected	HLM1	Cre05.g234641
Cre01.g004350	Cre05.g234653	0.00174102340314216	undirected	HLM1	Cre05.g234653
Cre01.g004350	Cre06.g251550	0.000910386979281406	undirected	HLM1	SPP1C
Cre01.g004350	Cre06.g255300	0.00145392210088177	undirected	HLM1	CGLD28
Cre01.g004350	Cre06.g256750	0.00815084234547866	undirected	HLM1	FAT1
Cre01.g004350	Cre06.g262300	0.000944692443353904	undirected	HLM1	CYN51
Cre01.g004350	Cre06.g267500	0.0059420269296952	undirected	HLM1	Cre06.g267500
Cre01.g004350	Cre06.g277600	0.00416401800990155	undirected	HLM1	Cre06.g277600
Cre01.g004350	Cre06.g278172	0.031015159987986	undirected	HLM1	Cre06.g278172
Cre01.g004350	Cre06.g278224	0.0239951857862242	undirected	HLM1	MRPL16
Cre01.g004350	Cre06.g278265	0.00148959809861148	undirected	HLM1	Cre06.g278265
Cre01.g004350	Cre06.g281286	0.000203471624904266	undirected	HLM1	Cre06.g281286
Cre01.g004350	Cre06.g281300	0.0026290172351993	undirected	HLM1	Cre06.g281300
Cre01.g004350	Cre06.g282200	0.108823195248784	undirected	HLM1	SNF7
Cre01.g004350	Cre06.g283150	0.00641836021866224	undirected	HLM1	Cre06.g283150
Cre01.g004350	Cre06.g286550	0.000785313882458452	undirected	HLM1	Cre06.g286550
Cre01.g004350	Cre06.g288400	0.0535892769584253	undirected	HLM1	MRPS11
Cre01.g004350	Cre06.g291900	0.00501923861263881	undirected	HLM1	PHD1
Cre01.g004350	Cre06.g293051	0.0796540242895926	undirected	HLM1	AMT3
Cre01.g004350	Cre06.g293700	0.00213021711618141	undirected	HLM1	MRPL7
Cre01.g004350	Cre06.g294000	0.0429991156234349	undirected	HLM1	CGL113
Cre01.g004350	Cre06.g299300	0.00237682800509513	undirected	HLM1	TUG1
Cre01.g004350	Cre06.g302400	0.00708706068484321	undirected	HLM1	CSB31
Cre01.g004350	Cre06.g308150	0.00936111895750655	undirected	HLM1	DNJ23
Cre01.g004350	Cre06.g309100	0.0727502976012973	undirected	HLM1	CPN60C
Cre01.g004350	Cre07.g320250	0.0081411366918204	undirected	HLM1	Cre07.g320250
Cre01.g004350	Cre07.g325717	0.00105431533993556	undirected	HLM1	Cre07.g325717
Cre01.g004350	Cre07.g330950	0.143354096657902	undirected	HLM1	AP4S4
